title,genres,types,cast,director
Mad Max Beyond Thunderdome,"['Action', 'Adventure', 'Science Fiction']",Action Adventure ScienceFiction arena sandstorm dystopia oasis sequel postnuclear ozploitation,"['Mel Gibson', 'Tina Turner', 'Bruce Spence', 'Helen Buday', 'Angelo Rossitto', 'Adam Cockburn', 'Frank Thring', 'Paul Larsson', 'Angry Anderson', 'Robert Grubb', 'George Spartels', 'Edwin Hodgeman', 'Bob Hornery', 'Andrew Oh', 'Ollie Hall', 'Lee Rice']",George Miller
Commando,"['Action', 'Adventure', 'Thriller']",Action Adventure Thriller kidnapping lonewolf daughter father rescuemission,"['Arnold Schwarzenegger', 'Rae Dawn Chong', 'Dan Hedaya', 'Vernon Wells', 'James Olson', 'David Patrick Kelly', 'Alyssa Milano', 'Bill Duke', 'Drew Snyder', 'Sharon Wyatt', 'Michael Delano', 'Bob Minor', 'Michael Adams', 'Gary Carlos Cervantes', 'Julie Hayek', 'Walter Scott', 'Ava Cadell', 'Branscombe Richmond', 'Bill Paxton']",Mark L. Lester
The Boy,"['Horror', 'Mystery', 'Thriller']",Horror Mystery Thriller suicide england fire countryhouse shower nanny mask boy murder mansion violence doll burnvictim secretpassageway brokenmirror lossofachild,"['Lauren Cohan', 'Rupert Evans', 'James Russell', 'Jim Norton', 'Diana Hardcastle', 'Ben Robson', 'Jett Klyne', 'Lily Pater', 'Stephanie Lemelin', 'Matthew Walker']",William Brent Bell
Devil,"['Horror', 'Mystery', 'Thriller']",Horror Mystery Thriller claustrophobia trappedinanelevator,"['Chris Messina', 'Jacob Vargas', 'Bojana Novaković', 'Logan Marshall-Green', 'Bokeem Woodbine', 'Matt Craven', 'Joshua Peace', 'Caroline Dhavernas', 'Zoie Palmer', 'Vincent Laresca', ""Jenny O'Hara"", 'Joe Cobden', 'Rudy Webb', 'Craig Eldridge', 'Robert Lee', 'Geoffrey Arend']",John Erick Dowdle
Friday After Next,['Comedy'],Comedy guard shoppingmall thief drug,"['Ice Cube', 'Mike Epps', 'John Witherspoon', 'Don Curry', 'Anna Maria Horsford', 'Clifton Powell', 'K. D. Aubert', 'Bebe Drake', 'Katt Williams', 'Rickey Smiley', 'Terry Crews', 'Maz Jobrani']",Marcus Raboy
Insidious: Chapter 3,"['Drama', 'Horror', 'Thriller']",Drama Horror Thriller sequel,"['Dermot Mulroney', 'Stefanie Scott', 'Lin Shaye', 'Leigh Whannell', 'Angus Sampson', 'Tate Berney', 'Corbett Tuck', 'Steve Coulter', 'Hayley Kiyoko', 'Tom Fitzpatrick', 'Tom Gallop', 'Jeris Poindexter', 'Ele Keats', 'James Wan', 'Joseph Bishara', 'Michael Reid MacKay', 'Phyllis Applegate', 'Phil Abrams', 'Erin Anderson', 'Amaris Davidson', 'Ashton Moio', 'Ruben Garfias', 'Fawn Irish', 'Taylor John Smith', 'Adrian Sparks', 'Jacob Crawford', 'Garrett Ryan', 'Anna Ross']",Leigh Whannell
The Last Dragon,"['Action', 'Adventure', 'Comedy']",Action Adventure Comedy martialarts pizzeria limousine music,"['Taimak', 'Julius Carry', 'Vanity', 'Christopher Murney', 'Faith Prince', ""Leo O'Brien"", 'Mike Starr', 'Jim Moody', 'Glen Eaton', 'Ernie Reyes, Jr.', 'William H. Macy']",Michael Schultz
The Lawnmower Man,"['Horror', 'Thriller', 'Science Fiction']",Horror Thriller ScienceFiction dream chimp manipulation botanist virtualreality lemonade intelligent,"['Jeff Fahey', 'Pierce Brosnan', 'Jenny Wright', 'Mark Bringelson', 'Geoffrey Lewis', 'Jeremy Slate', 'Dean Norris', 'Colleen Coffey', 'Troy Evans', ""Austin O'Brien"", 'John Laughlin']",Brett Leonard
Nick and Norah's Infinite Playlist,"['Comedy', 'Music', 'Romance']",Comedy Music Romance concert teenager onenight basedonyoungadultnovel secretlocation,"['Michael Cera', 'Kat Dennings', 'Aaron Yoo', 'Alexis Dziena', 'Ari Graynor', 'Cassidy Gard', 'Jonathan B. Wright', 'Jay Baruchel', 'Rafi Gavron', 'Zachary Booth', 'Andy Samberg', 'Eddie Kaye Thomas', 'Frankie Faison', 'John Cho', 'Kevin Corrigan', 'Lorene Scafaria', 'Seth Meyers', 'Justin Rice', 'Marika Daciuk', 'Marcel Simoneau', 'Billy Griffith', 'Ruth Maleczech', 'Natalia Fedner']",Peter Sollett
Dogma,"['Fantasy', 'Comedy', 'Adventure']",Fantasy Comedy Adventure angel wisconsin churchservice church aftercreditsstinger duringcreditsstinger,"['Ben Affleck', 'Matt Damon', 'Linda Fiorentino', 'Jason Mewes', 'Chris Rock', 'Alan Rickman', 'Jason Lee', 'Salma Hayek', 'Kevin Smith', 'Alanis Morissette', 'Bud Cort', 'George Carlin', ""Brian O'Halloran"", 'Janeane Garofalo', 'Walt Flanagan', 'Scott Mosier', 'Dwight Ewell', 'Nancy Bach', 'Barret Hackney', 'Jared Pfennigwerth', 'Kitao Sakurai', 'Betty Aberlin', 'Jeff Anderson', 'Mark Joy', 'Nancy Mosser']",Kevin Smith
The Banger Sisters,"['Comedy', 'Drama']",Comedy Drama tattoo rockstar groupie past family,"['Goldie Hawn', 'Susan Sarandon', 'Geoffrey Rush', 'Erika Christensen', 'Robin Thomas', 'Eva Amurri Martino', 'Matthew Carey', 'Andre Ware']",Bob Dolman
Twilight Zone: The Movie,"['Drama', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",Drama Fantasy Horror ScienceFiction Thriller nazis anthology remake twilightzone,"['Albert Brooks', 'Vic Morrow', 'John Larroquette', 'John Lithgow', 'Dan Aykroyd', 'Scatman Crothers', 'Donna Dixon', 'Bill Mumy', 'Burgess Meredith', 'Rod Serling', 'Kathleen Quinlan', 'Dick Miller', 'Al Leong', 'Helen Shaw', 'Priscilla Pointer', 'Nancy Cartwright', 'Cherie Currie', 'Christina Nigra', 'Kevin McCarthy']",Steven Spielberg
Road House,"['Action', 'Thriller']",Action Thriller newlove protectionmoney nightclub rausschmeißer revenge hoodlum brawl,"['Patrick Swayze', 'Kelly Lynch', 'Sam Elliott', 'Ben Gazzara', 'Marshall R. Teague', 'Julie Michaels', 'Red West', 'Sunshine Parker', 'Kevin Tighe', 'John Doe', 'Kathleen Wilhoite', 'Travis McKenna', 'Roger Hewlett', 'Bob Jennings', 'Kym Malin', 'Jeff Healey', 'Gary Hudson', 'Joe Unger', 'Sheila Ryan', 'Keith David', 'Patricia Tallman', 'Heidi Paine', 'Jacklyn Palmer', 'Laura Albert', 'Christina Veronica', 'Jasae', 'Michele Burger', 'Terry Funk']",Rowdy Herrington
A Low Down Dirty Shame,"['Action', 'Comedy', 'Crime']",Action Comedy Crime fbi drugcrime violence drug privatedetective blast,"['Keenen Ivory Wayans', 'Charles S. Dutton', 'Jada Pinkett Smith', 'Salli Richardson-Whitfield', 'Andrew Divoff', 'Corwin Hawkins', 'Gary Carlos Cervantes', 'Gregory Sierra', 'Kim Wayans', 'Andrew Shaifer', 'Chris Spencer', 'Devin DeVasquez', 'John Capodice', 'Craig Ryan Ng', 'Don Diamont', 'Randy Hall', 'Doug Kruse', 'Michael Bofshever', 'Renee Hicks', 'Robert Schimmel', 'Kristina Wagner', 'Bob Hughes', 'Michael Echols', 'Luanne Crawford', 'Dominique Jennings', 'Lisa Mende', ""Deandre 'Silky' Russell"", 'Derek Woolley', 'Diane Little', 'Erika Monroe', 'Gloria Grant', 'Shawn Lusader', 'Mark Ian Simon', 'Rafael H. Robledo', 'Pillow', 'Michael Wheels Parise', 'Twist', 'Bobby Jen', 'Nikki Fritz', 'Andrea Evans']",Keenen Ivory Wayans
Swimfan,"['Drama', 'Thriller']",Drama Thriller competition coma infidelity obsession bathing highschool femmefatale athlete hospital swimmer swimming troubledteen,"['Jesse Bradford', 'Erika Christensen', 'Shiri Appleby', 'Kate Burton', 'Jason Ritter', 'Clayne Crawford', 'Dan Hedaya', 'Nick Sandow', 'Phyllis Somerville', 'James DeBello', 'Patricia Rae', 'Kia Goodwin', 'Michael Higgins', 'Pamela Isaacs', 'Tom Cappadona', 'Malcolm Barrett', 'Ken Triwush', 'Peter Hermann', 'John Knox', 'Amy Mapother', 'Ben Epps', 'Dan Fountain', 'Max Rosmarin', 'Chris Fischer', 'Christopher Rivera', 'Kevin Payne', 'Monroe Mann', 'JT Alexander', 'Jeremy Brena', 'Joseph M. Caracciolo Jr.', 'Israel Chaplin', 'Trish McGettrick']",John Polson
Employee of the Month,"['Comedy', 'Romance']",Comedy Romance salesclerk midlifecrisis prenzlauerberg vulgar slacker businessconsultant,"['Dane Cook', 'Jessica Simpson', 'Dax Shepard', 'Andy Dick', 'Tim Bagley', 'Brian George', 'Efren Ramirez', 'Marcello Thedford', 'Danny Woodburn', 'Harland Williams', 'Sean Whalen', 'Barbara Dodd', 'Victor Izay', 'Marc Mouchet', 'Kathleen Arc']",Greg Coolidge
Can't Hardly Wait,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance alcohol regret homophobia radio cheerleader loveletter college graduation groupie costume nerd highschool party friends dating break-up rockband popmusic americanfootballplayer infatuation washedupstar unlikelyfriendship socialoutcast womandirector jocks havingfun revengeplot,"['Jennifer Love Hewitt', 'Ethan Embry', 'Charlie Korsmo', 'Lauren Ambrose', 'Peter Facinelli', 'Seth Green', 'Jaime Pressly', 'Tamala Jones', 'Jennifer Lyons', 'Johnny Zander', 'Donald Faison', 'Alec Ledd', 'Jenna Elfman', 'Melissa Joan Hart', 'Breckin Meyer', 'Sara Rue', 'Leslie Grossman', 'Selma Blair', 'Clea DuVall', 'Jason Segel', 'Sean Patrick Thomas', 'Freddy Rodríguez']",Deborah Kaplan
The Outsiders,"['Crime', 'Drama']",Crime Drama streetgang children'shome comingofage gang juveniledelinquent basedonyoungadultnovel,"['Matt Dillon', 'Ralph Macchio', 'C. Thomas Howell', 'Patrick Swayze', 'Rob Lowe', 'Emilio Estevez', 'Tom Cruise', 'Glenn Withrow', 'Diane Lane', 'Leif Garrett', 'Darren Dalton', 'Michelle Meyrink', 'Gailard Sartain', 'Tom Waits', 'Sofia Coppola', 'William Smith']",Francis Ford Coppola
Pete's Dragon,"['Adventure', 'Family', 'Fantasy']",Adventure Family Fantasy feralchild remake dragon orphan 1980s liveactionandanimation,"['Bryce Dallas Howard', 'Oakes Fegley', 'Wes Bentley', 'Karl Urban', 'Oona Laurence', 'Robert Redford', 'Levi Alexander', 'Isiah Whitlock Jr.', 'Marcus Henderson', 'Aaron Jackson', 'Phil Grieve', 'Jim McLarty', 'Ian Harcourt', 'Steve Barr', 'John Kassir', 'Craig Hall', 'Tim Wong', 'Esmée Myers', 'Annabelle Malaika Süess', 'Gareth Reeves', 'Augie Davis']",David Lowery
The Dead Zone,"['Horror', 'Science Fiction', 'Thriller']",Horror ScienceFiction Thriller coma sheriff basedonnovel sacrifice suspense psychopathickiller premonition independentfilm vision doctor caraccident seriesofmurders psychic darkhero gothic madness flashback,"['Christopher Walken', 'Brooke Adams', 'Tom Skerritt', 'Martin Sheen', 'Herbert Lom', 'Anthony Zerbe', 'Colleen Dewhurst', 'Nicholas Campbell', 'William B. Davis', 'Sean Sullivan', 'Jackie Burroughs', 'Géza Kovács', 'Roberta Weiss', 'Peter Dvorsky', 'Barry Flatman', 'Cindy Hinds', 'David Rigby', 'Helene Udy', 'Roger Dunn', 'Ramon Estevez']",David Cronenberg
Sinister 2,['Horror'],Horror hauntedhouse sequel twins,"['Shannyn Sossamon', 'James Ransone', 'Robert Daniel Sloan', 'Dartanian Sloan', 'Lea Coco', 'Tate Ellington', 'John Beasley', 'Lucas Jade Zumann', 'Jaden Klein', 'Laila Haley', 'Caden M. Fritz', 'Olivia Rainey', 'Nicholas King', 'Delphine Pontvieux', 'Michael B. Woods', 'Tory O. Davis', 'Howie Johnson', 'Grace Holuby', 'John Francis Mountain', 'Nicole Santini', 'Stephen Varga', 'Skylar McClure']",Ciaran Foy
Sparkle,"['Drama', 'Music']",Drama Music soongsisters duringcreditsstinger,"['Whitney Houston', 'Cee Lo Green', 'Derek Luke', 'Mike Epps', 'Carmen Ejogo', 'Jordin Sparks', 'Tika Sumpter', 'Omari Hardwick', 'Nicholas Ritz', 'Abe Larkin']",Salim Akil
Valentine,"['Horror', 'Thriller']",Horror Thriller mobbing success violenceagainstwomen revenge serialkiller valentine'sday,"['Denise Richards', 'David Boreanaz', 'Marley Shelton', 'Jessica Capshaw', 'Jessica Cauffiel', 'Katherine Heigl', 'Hedy Burress', 'Fulvio Cecere', 'Daniel Cosgrove', 'Johnny Whitworth', 'Woody Jeffreys', 'Adam Harrington', 'Claude Duhamel', 'Wyatt Page', 'Benita Ha', 'Paul Magel', 'Haig Sutherland', 'Adrian Holmes', 'Ty Olsson', 'Daniel Boileau', 'Noel Fisher']",Jamie Blanks
The Fourth Kind,"['Mystery', 'Science Fiction', 'Thriller']",Mystery ScienceFiction Thriller brothersisterrelationship wheelchair hypnosis investigation cover-up ufo alaska disappearance hospital alienabduction patient psychotherapy fakedocumentary basedonsupposedlytruestory nomealaska fakedfootage audiocassette ancientastronaut anchoragealaska policefake duringcreditsstinger,"['Milla Jovovich', 'Will Patton', 'Hakeem Kae-Kazim', 'Corey Johnson', 'Enzo Cilenti', 'Elias Koteas', 'Eric Loren', 'Mia McKenna-Bruce', 'Raphaël Coleman', 'Daphne Alexander', 'Alisha Seaton', 'Tyne Rafaeli', 'Pavel Stefanov', 'Kiera McMaster', 'Sara Houghton', 'Julian Vergov', 'Ioan Lov', 'Charlotte Milchard', 'Valentin Ganev', 'Vladimir Kolev', 'Silvia Lulcheva', 'Olatunde Osunsanmi']",Olatunde Osunsanmi
A Prairie Home Companion,"['Drama', 'Comedy', 'Music']",Drama Comedy Music usa countrymusic commercial radiopresenter radiotransmission bühnenauftritt backstage singer,"['Meryl Streep', 'Lindsay Lohan', 'Virginia Madsen', 'Woody Harrelson', 'Garrison Keillor', 'John C. Reilly', 'Lily Tomlin', 'Kevin Kline', 'Tommy Lee Jones', 'L.Q. Jones', 'Marylouise Burke', 'Maya Rudolph', 'Tim Russell', 'Sue Scott', 'Tom Keith']",Robert Altman
Sugar Hill,"['Drama', 'Action', 'Thriller']",Drama Action Thriller ,"['Wesley Snipes', 'Michael Wright', 'Donald Faison', 'O.L. Duke', 'Leslie Uggams', 'Sam Gordon', 'Marquise Wilson', 'Dulé Hill', 'Steve Harris', 'Vondie Curtis-Hall', 'Ernie Hudson', 'Abe Vigoda', 'Theresa Randle', 'Khandi Alexander', 'Joe Dallesandro', 'DeVaughn Nixon', 'Clarence Williams III', 'Maria R. Kelly', 'Sam Bottoms', 'Anthony Thomas', 'John Pittman', 'Michael Guess', 'Kimberly Russell', 'Karl Johnson', 'Andre Lamal', 'Larry Joshua', 'Raymond Serra', 'Frank Ferrara', 'Bryan Clark', 'Alex Brown', 'Nick Corello', 'Natalie Venetia Belcon', 'Brenden Richard Jefferson', 'Denetria Champ']",Leon Ichaso
Invasion U.S.A.,"['Action', 'Thriller']",Action Thriller ,"['Chuck Norris', 'Richard Lynch', 'Melissa Prophet', 'Alexander Zale', 'Alex Colon', 'Eddie Jones', 'Jon DeVries', ""James O'Sullivan"", 'Billy Drago', 'Jaime Sánchez', 'Dehl Berti', 'Stephen Markle', 'Shane McCamey', 'Martin Shakar', 'James Pax', 'Nate Esformes', 'Tony Bolano', 'Ruben Rabasa', 'Mario Ernesto Sánchez', 'Anthony Marciona', 'Megan Blake', 'Bella Shaw']",Joseph Zito
Roll Bounce,"['Comedy', 'Drama', 'Family']",Comedy Drama Family ,"['Nick Cannon', 'Shad Moss', 'Chi McBride', 'Meagan Good', 'Brandon T. Jackson', 'Mike Epps', 'Paul Wesley', 'Wesley Jonathan', 'Marcus T. Paulk', 'Rick Gonzalez', 'Jurnee Smollett', 'Khleo Thomas', 'Kellita Smith', 'Charlie Murphy']",Malcolm D. Lee
Rushmore,"['Comedy', 'Drama']",Comedy Drama privateschool lonewolf theatreplay theatregroup theatredirector independentfilm,"['Jason Schwartzman', 'Olivia Williams', 'Bill Murray', 'Seymour Cassel', 'Mason Gamble', 'Brian Cox', 'Sara Tanaka', 'Connie Nielsen', 'Luke Wilson', 'Stephen McCole', 'Kumar Pallana', 'Alexis Bledel', 'Andrew Wilson']",Wes Anderson
Skyline,['Science Fiction'],ScienceFiction missile light transformation low-budget alien fireplace losangeles cellphone rooftop duringcreditsstinger,"['Eric Balfour', 'Scottie Thompson', 'David Zayas', 'Donald Faison', 'Brittany Daniel', 'Crystal Reed', 'Neil Hopkins', 'J. Paul Boehmer', 'Tanya Newbould', 'Pam Levin', 'Phet Mahathongdy', 'Tony Black', 'Byron McIntyre']",Colin Strause
The Second Best Exotic Marigold Hotel,"['Drama', 'Comedy']",Drama Comedy india retirementhome,"['Dev Patel', 'Judi Dench', 'Richard Gere', 'Maggie Smith', 'Bill Nighy', 'Celia Imrie', 'Penelope Wilton', 'Ronald Pickup', 'Diana Hardcastle', 'Tina Desai', 'Lillete Dubey', 'David Strathairn', 'Tamsin Greig', 'Claire Price']",John Madden
Kit Kittredge: An American Girl,"['Comedy', 'Drama', 'Family']",Comedy Drama Family cincinnati womandirector,"['Abigail Breslin', ""Chris O'Donnell"", 'Julia Ormond', 'Stanley Tucci', 'Joan Cusack', 'Max Thieriot', 'Glenne Headly', 'Jane Krakowski', 'Wallace Shawn', 'Madison Davenport', 'Zach Mills', 'Willow Smith']",Patricia Rozema
The Perfect Man,"['Comedy', 'Drama', 'Family', 'Romance']",Comedy Drama Family Romance mother man-womanrelation single matchmaking singlemother catfishing,"['Hilary Duff', 'Heather Locklear', 'Chris Noth', ""Mike O'Malley"", 'Ben Feldman', 'Vanessa Lengies', 'Caroline Rhea', 'Kym Whitley', 'Aria Wallace', 'Michelle Nolden', 'Carson Kressley', 'Curtis Fletcher']",Mark Rosman
Mo' Better Blues,"['Drama', 'Romance']",Drama Romance musical,"['Denzel Washington', 'Spike Lee', 'Wesley Snipes', 'Giancarlo Esposito', 'John Turturro', 'Samuel L. Jackson', 'Charlie Murphy', 'Nicholas Turturro', 'Robin Harris', 'Joie Lee', 'Cynda Williams', 'Flavor Flav', 'Bill Nunn', 'Dick Anthony Williams']",Spike Lee
Kung Pow: Enter the Fist,"['Action', 'Comedy']",Action Comedy lossoffamily lossofparents supernaturalpowers invulnerability spoof evil murderhunt,"['Hui Lou Chen', 'Tad Horino', 'Steve Oedekerk', 'Jennifer Tung', 'Ming Lo', 'Peggy Lu', 'Liu Chia-Liang']",Steve Oedekerk
Tremors,"['Action', 'Horror']",Action Horror nevada smalltown tractor stranded cultfavorite tentacle rural graboids seismologist binoculars maneatenbymonster giantworm,"['Kevin Bacon', 'Fred Ward', 'Finn Carter', 'Michael Gross', 'Reba McEntire', 'Robert Jayne', 'Charlotte Stewart', 'Tony Genaro', 'Ariana Richards', 'Richard Marcus', 'Victor Wong', 'Sunshine Parker', 'Michael Dan Wagner', 'Conrad Bachmann', 'Bibi Besch']",Ron Underwood
Wrong Turn,"['Horror', 'Thriller']",Horror Thriller lifeanddeath deathofafriend partsofdeadbody,"['Desmond Harrington', 'Eliza Dushku', 'Emmanuelle Chriqui', 'Jeremy Sisto', 'Kevin Zegers', 'Lindy Booth', 'Julian Richings', 'Garry Robbins', 'Ted Clark', 'Yvonne Gaudry']",Rob Schmidt
The Long Riders,"['Western', 'History']",Western History brotherbrotherrelationship jessejames coleyounger,"['David Carradine', 'Keith Carradine', 'Robert Carradine', 'James Keach', 'Stacy Keach', 'Dennis Quaid', 'Randy Quaid', 'Kevin Brophy', 'Harry Carey, Jr.', 'Christopher Guest', 'Nicholas Guest', 'Shelby Leverington', 'Felice Orlandi', 'Pamela Reed', 'James Remar']",Walter Hill
The Corruptor,"['Action', 'Crime', 'Mystery', 'Thriller']",Action Crime Mystery Thriller newyork lifeanddeath gangwar police chinatown triad,"['Mark Wahlberg', 'Chow Yun-fat', 'Byron Mann', 'Kim Chan', 'Ric Young', 'Paul Ben-Victor', 'Jon Kit Lee', 'Andrew Pang', 'Elizabeth Lindsey', 'Brian Cox', 'Bill MacDonald', 'Tovah Feldshuh']",James Foley
Mud,['Drama'],Drama river snake arkansas fugitive riverboat,"['Matthew McConaughey', 'Tye Sheridan', 'Jacob Lofland', 'Sam Shepard', 'Reese Witherspoon', 'Sarah Paulson', 'Michael Shannon', 'Ray McKinnon', 'Joe Don Baker', 'Paul Sparks', 'Stuart Greer', 'Michael Abbott Jr.', 'Bonnie Sturdivant']",Jeff Nichols
Reno 911!: Miami,"['Action', 'Adventure', 'Comedy', 'Crime']",Action Adventure Comedy Crime sex terrorist beach nudity police parody attack shootout mockumentary explosion drug,"['Lennie Loftin', 'Danny DeVito', 'Ben Garant', 'Carlos Alazraqui', 'Mary Birdsong', 'Niecy Nash', 'Wendi McLendon-Covey', 'Cedric Yarbrough', 'David Koechner', 'Brandon Molale', 'Alejandra Gutierrez', 'Patton Oswalt', 'Toby Huss', 'Ian Roberts', 'Dave Holmes', 'Kerri Kenney-Silver', 'Thomas Lennon', 'Joe Lo Truglio', 'Irina Voronina', 'Kyle Dunnigan', 'Paul Reubens', 'Paul Rudd', 'Ken Marino', 'Michael Ian Black', 'Michael Showalter', 'Mindy Sterling', 'Dwayne Johnson', 'J.P. Manoux']",Ben Garant
One Direction: This Is Us,"['Documentary', 'Music']",Documentary Music concert,"['Harry Styles', 'Niall Horan', 'Zayn Malik', 'Louis Tomlinson', 'Liam Payne', 'Jon Shone', 'Dan Richards']",Morgan Spurlock
"The Goods: Live Hard, Sell Hard",['Comedy'],Comedy duringcreditsstinger,"['Jeremy Piven', 'Ving Rhames', 'James Brolin', 'David Koechner', 'Kathryn Hahn', 'Ed Helms', 'Jordana Spiro', 'Tony Hale', 'Craig Robinson', 'Ken Jeong', 'Rob Riggle', 'Alan Thicke', 'Charles Napier', 'Jonathan Sadowski', 'Noureen DeWulf', 'Wendie Malick', 'Will Ferrell', 'Nancy Young']",Neal Brennan
Hey Arnold! The Movie,"['Animation', 'Family']",Animation Family ,"['Spencer Klein', 'Francesca Smith', 'Jamil Walker Smith', 'Dan Castellaneta', 'Tress MacNeille', 'Paul Sorvino', 'Jennifer Jason Leigh', 'Christopher Lloyd']",Tuck Tucker
My Week with Marilyn,['Drama'],Drama basedonnovel biography historicalfigure marilynmonroe,"['Michelle Williams', 'Eddie Redmayne', 'Kenneth Branagh', 'Julia Ormond', 'Judi Dench', 'Emma Watson', 'Pip Torrens', 'Dominic Cooper', 'Geraldine Somerville', 'Michael Kitchen', 'Miranda Raison', 'Simon Russell Beale', 'Toby Jones', 'Robert Portal', 'Jim Carter', 'Philip Jackson']",Simon Curtis
The Matador,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Action Comedy Crime Drama Thriller mexicocity midlifecrisis cocktail independentfilm stranger hitman,"['Pierce Brosnan', 'Greg Kinnear', 'Hope Davis', 'Portia Dawson', 'Adam Scott', 'Israel Tellez', 'Arlin Miller', 'Azucena Medina', 'Jonah Meyerson', 'Wiveca Bonerais', 'Roberto Sosa', 'Antonio Zavala', 'Ramon Alvarez', 'Luz Maria Molina', 'Philip Baker Hall', 'Trio Los Rivera', 'Rachel Schwartz', 'Carolyn Horwitz', 'Jorge Robles', 'Guillermo Ruiz']",Richard Shepard
Love Jones,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance sex ex-boyfriend independentfilm africanamerican,"['Larenz Tate', 'Nia Long', 'Isaiah Washington', 'Bill Bellamy', 'Lisa Nicole Carson', 'Marie-Françoise Theodore']",Theodore Witcher
The Gift,"['Thriller', 'Mystery']",Thriller Mystery detective stalker gift bully psychologicalthriller,"['Jason Bateman', 'Rebecca Hall', 'Joel Edgerton', 'Allison Tolman', 'Tim Griffin', 'Busy Philipps', 'Adam Lazarre-White', 'Beau Knapp', 'Wendell Pierce', 'Mirrah Foulkes', 'Nash Edgerton', 'David Denman', 'Katie Aselton', 'David Joseph Craig', 'Susan May Pratt', 'P. J. Byrne', 'Felicity Price', 'Melinda Allen', 'Beth Crudele']",Joel Edgerton
